Text,Sarcasm Label,clean_text,label
দিতে দিতে ইনবক্স পুরাই ফেললো কিন্তু ভালোতো বাসলোনা । হুদা কথা কন ।,Sarcastic,দিতে দিতে ইনবক্স পুরাই ফেললো কিন্তু ভালোতো বাসলোনা । হুদা কথা কন ।,1
কমেন্ট করতে গিয়ে মনে পড়লো চৈত্র মাস বসন্তে পরে,Sarcastic,কমেন্ট করতে গিয়ে মনে পড়লো চৈত্র মাস বসন্তে পরে,1
পুটকি দিয়া হইছে,Non-Sarcastic,পুটকি দিয়া হইছে,0
প্লেয়ার সিনেমার নায়ক নায়িকা কৌতুক অভিনেতা এগুলা মানুষকে বিনোদন দেওয়ার জন্যই । প্লেয়ার যেমন অবসর নিলে আর কেউ খোঁজ করে না ফর্ম হারাইলে তাদের আর মূল্য নাই । ঠিক সিনেমার অভিনেত্রীগুলাও তাদের যৌবন ফুরাইলে মূল্য শেষ । মাঝে মাঝে এরা একটু গতর খাটে রাজনৈতিক মঞ্চে এগুলা আপনারা স্বাভাবিক ভাবেই নিতে পারেন ।,Sarcastic,প্লেয়ার সিনেমার নায়ক নায়িকা কৌতুক অভিনেতা এগুলা মানুষকে বিনোদন দেওয়ার জন্যই । প্লেয়ার যেমন অবসর নিলে আর কেউ খোঁজ করে না ফর্ম হারাইলে তাদের আর মূল্য নাই । ঠিক সিনেমার অভিনেত্রীগুলাও তাদের যৌবন ফুরাইলে মূল্য শেষ । মাঝে মাঝে এরা একটু গতর খাটে রাজনৈতিক মঞ্চে এগুলা আপনারা স্বাভাবিক ভাবেই নিতে পারেন ।,1
আমাদের দেশে এই রকম হলে ভালো হতো । কারো জন্য এতো চিন্তা করতে হতো না ।,Non-Sarcastic,আমাদের দেশে এই রকম হলে ভালো হতো । কারো জন্য এতো চিন্তা করতে হতো না ।,0
সেটি আমরা সবাই জানি ।,Non-Sarcastic,সেটি আমরা সবাই জানি ।,0
পথে এবার নামো সাথী পথেই হবে এপথ চেনা,Non-Sarcastic,পথে এবার নামো সাথী পথেই হবে এপথ চেনা,0
ভাই নাম আর খুজে পান না আপনারা,Sarcastic,ভাই নাম আর খুজে পান না আপনারা,1
মানুষ যেখানে অশান্তি সেখানে মানুষ যেখানে প্রকৃতি নষ্ট সেখানে ।,Non-Sarcastic,মানুষ যেখানে অশান্তি সেখানে মানুষ যেখানে প্রকৃতি নষ্ট সেখানে ।,0
এ মামা একি কথা,Sarcastic,এ মামা একি কথা,1
আমেরিকায় তো টিকটক নিষিদ্ধ,Sarcastic,আমেরিকায় তো টিকটক নিষিদ্ধ,1
এখন বুজছি তোমার গায়ে জামা থাকেনা কেন তোমার মা এর বুকে উড়না নাই যেমন মা তেমন মেয়ে সাবাস চালিয়ে যাও আপু ।,Non-Sarcastic,এখন বুজছি তোমার গায়ে জামা থাকেনা কেন তোমার মা এর বুকে উড়না নাই যেমন মা তেমন মেয়ে সাবাস চালিয়ে যাও আপু ।,0
ঈদ এর আগেই সব শিথিল হয় মাঝখানে কিছু নাটক ।,Sarcastic,ঈদ এর আগেই সব শিথিল হয় মাঝখানে কিছু নাটক ।,1
এটা কি ধরনের কথা শাওন কে নিয়ে দ্বিমত থাকতে পারে তাই বলে হূমায়ন আহমেদ এর বাড়ি,Non-Sarcastic,এটা কি ধরনের কথা শাওন কে নিয়ে দ্বিমত থাকতে পারে তাই বলে হূমায়ন আহমেদ এর বাড়ি,0
যারা এই বাড়ি না যাওয়ার পক্ষে কমেন্ট করছে তারা বাড়িতে শুয়ে ফ্যান এর নিচে নিশ্চিন্ত মনে বড় বড় বুদ্ধি জীবিদের প্রতিনিধিত্ব করছে,Sarcastic,যারা এই বাড়ি না যাওয়ার পক্ষে কমেন্ট করছে তারা বাড়িতে শুয়ে ফ্যান এর নিচে নিশ্চিন্ত মনে বড় বড় বুদ্ধি জীবিদের প্রতিনিধিত্ব করছে,1
তুরষ্ক একটি ইসলামিক দেশ যারা যুক্তরাষ্ট্র ইসরাইল আইএসআইএস আল কায়দা ও আল নুসরার সাথে মিলে সিরিয়ার সরকারকে সরানোর জন্য লক্ষ মুসলিমকে হত্যা করে ।,Non-Sarcastic,তুরষ্ক একটি ইসলামিক দেশ যারা যুক্তরাষ্ট্র ইসরাইল আইএসআইএস আল কায়দা ও আল নুসরার সাথে মিলে সিরিয়ার সরকারকে সরানোর জন্য লক্ষ মুসলিমকে হত্যা করে ।,0
বুঝলাম না । গরু দুইটা কিন্তু বেধেঁ রাখছে খালিএকটাকে । আফসোস সম অধিকার পেলোনা দুই ভাই ।,Sarcastic,বুঝলাম না । গরু দুইটা কিন্তু বেধেঁ রাখছে খালিএকটাকে । আফসোস সম অধিকার পেলোনা দুই ভাই ।,1
এমন রাস্তা কতদূর পর্যন্ত গিয়েছে ভাইয়া ? পাহাড় এর মাঝের রাস্তার কথা বলছিলাম ।,Non-Sarcastic,এমন রাস্তা কতদূর পর্যন্ত গিয়েছে ভাইয়া ? পাহাড় এর মাঝের রাস্তার কথা বলছিলাম ।,0
বোরকা পরে টিপ দিলে বোরকা পরার দরকার কী ? এ কেমন মুখোশ পরলেন পরী আন্টি বুঝলাম না । পর্দা করলে করার মতো করেন । ঢং দেখানোর দরকার কী ?,Non-Sarcastic,বোরকা পরে টিপ দিলে বোরকা পরার দরকার কী ? এ কেমন মুখোশ পরলেন পরী আন্টি বুঝলাম না । পর্দা করলে করার মতো করেন । ঢং দেখানোর দরকার কী ?,0
তাহলে ব্রাজিলে কি একটা লর্ড এসোসিয়েশন এর ব্রাঞ্চ দেখতে পাবো ?,Sarcastic,তাহলে ব্রাজিলে কি একটা লর্ড এসোসিয়েশন এর ব্রাঞ্চ দেখতে পাবো ?,1
চোর চোর চোর চোর চোর,Non-Sarcastic,চোর চোর চোর চোর চোর,0
এটা এমন একটা পদ্ধতি যেখানে ভূলের কোনো যায়গা নেই । একটু এদিক সেদিক হলেই পিএইচ আর অক্সিজেন লেভেল চেঞ্জ হয়ে মুহূর্তের মধ্যে সব মাছ সাফ হয়ে যাবে ।,Non-Sarcastic,এটা এমন একটা পদ্ধতি যেখানে ভূলের কোনো যায়গা নেই । একটু এদিক সেদিক হলেই পিএইচ আর অক্সিজেন লেভেল চেঞ্জ হয়ে মুহূর্তের মধ্যে সব মাছ সাফ হয়ে যাবে ।,0
লিক জদি বেশি থাকে তাহলে তিন টা ও লাগতে পারে ।,Non-Sarcastic,লিক জদি বেশি থাকে তাহলে তিন টা ও লাগতে পারে ।,0
বলিউডে চান্স না পেয়ে বিজেপির পক্ষে তেলবাজি করে রাজনীতিতে আসতে চাচ্ছেন এই অখ্যাত নায়িকা ।,Sarcastic,বলিউডে চান্স না পেয়ে বিজেপির পক্ষে তেলবাজি করে রাজনীতিতে আসতে চাচ্ছেন এই অখ্যাত নায়িকা ।,1
আপনাগো মত বুন্ধি জীবিগো কথা সুনার সময় নাই । আবাল দল গুলো,Sarcastic,আপনাগো মত বুন্ধি জীবিগো কথা সুনার সময় নাই । আবাল দল গুলো,1
কংকা কে গ্রেফতার করছেন তো তিতলির জামাইয়ের ও পদত্যাগ চাই,Sarcastic,কংকা কে গ্রেফতার করছেন তো তিতলির জামাইয়ের ও পদত্যাগ চাই,1
ইন্টারস্টেলার মুভি দেখতেও লোকে এত ভিড় করে নি ।,Non-Sarcastic,ইন্টারস্টেলার মুভি দেখতেও লোকে এত ভিড় করে নি ।,0
অনেকেই জিজ্ঞেস করছেন ছবিটা কে তুললো আসলে রাস্তার পাশের দোকানদার ভাই আমার পরিচিত৷ উনি দোকানের সিসি ক্যামেরার ফুটেজ থেকে স্ক্রিনশট তুলে ইনবক্সে দিলেন,Sarcastic,অনেকেই জিজ্ঞেস করছেন ছবিটা কে তুললো আসলে রাস্তার পাশের দোকানদার ভাই আমার পরিচিত৷ উনি দোকানের সিসি ক্যামেরার ফুটেজ থেকে স্ক্রিনশট তুলে ইনবক্সে দিলেন,1
পাকতে পাকতে ঢাকা চলে গিয়েছে ব্রেইন তহ পার্সেন্ট কাজ করবেই,Sarcastic,পাকতে পাকতে ঢাকা চলে গিয়েছে ব্রেইন তহ পার্সেন্ট কাজ করবেই,1
যন্ত্র কিনসে হাংগেরি থেকে । হাংগেরি কারথেকে নিসে ওইটা দেইখা আমি কি করুম ?,Sarcastic,যন্ত্র কিনসে হাংগেরি থেকে । হাংগেরি কারথেকে নিসে ওইটা দেইখা আমি কি করুম ?,1
ভাই আপনার কাছে আইশা যে স্যাটিসফাইড হবে তার প্রমাণ কি পারফরমেন্সের রিভিউসহ ছবি দিয়েন ভাই,Sarcastic,ভাই আপনার কাছে আইশা যে স্যাটিসফাইড হবে তার প্রমাণ কি পারফরমেন্সের রিভিউসহ ছবি দিয়েন ভাই,1
ছেগাই বেগাই বালের ছবি দেয় শালি । এগুলা দেখলে মিয়া খলিফার চেয়ে মারাত্মক শারিরিক ক্ষতি । করে ।,Sarcastic,ছেগাই বেগাই বালের ছবি দেয় শালি । এগুলা দেখলে মিয়া খলিফার চেয়ে মারাত্মক শারিরিক ক্ষতি । করে ।,1
আমেরিকান বানীটা কে শুনে এসেছিল ?,Non-Sarcastic,আমেরিকান বানীটা কে শুনে এসেছিল ?,0
খোলার দরকার নাই,Non-Sarcastic,খোলার দরকার নাই,0
নোয়া কিয়ানের বিয়েতে তিতলির সাথে তিতলির প্লেনেরও আসা চাই কিন্তু ।,Sarcastic,নোয়া কিয়ানের বিয়েতে তিতলির সাথে তিতলির প্লেনেরও আসা চাই কিন্তু ।,1
বিবিসির ফেসবুক পেইজ কি প্রথম কালোর অফিস থেকে পরিচালিত হয় নাকি,Non-Sarcastic,বিবিসির ফেসবুক পেইজ কি প্রথম কালোর অফিস থেকে পরিচালিত হয় নাকি,0
এরা সামনে ক্যামেরা দেখলে অভিনয় না করে পারে না সেই লেভেলের ইমোশন।,Non-Sarcastic,এরা সামনে ক্যামেরা দেখলে অভিনয় না করে পারে না সেই লেভেলের ইমোশন।,0
কিসের বিজ্ঞাপন সেটা ক্যাপশনে লিখে ভালো করছো । প্রথমে ছবি দেখে ভাবছিলাম ঠ্যাং এর লোশনের বিজ্ঞাপন শুট করার সময়কার ছবি ।,Non-Sarcastic,কিসের বিজ্ঞাপন সেটা ক্যাপশনে লিখে ভালো করছো । প্রথমে ছবি দেখে ভাবছিলাম ঠ্যাং এর লোশনের বিজ্ঞাপন শুট করার সময়কার ছবি ।,0
মানুষকে চ্যাতাইলে কেমন লাগে দেখুক একটু ।,Non-Sarcastic,মানুষকে চ্যাতাইলে কেমন লাগে দেখুক একটু ।,0
পিঠা উৎসব এ গিয়ে আমি এক সুন্দরী রমণীকে দেখি কিন্তু আশ্চর্যের কথা আমি এখনও ওই ঐ রমণীকে ভুলিতে পারিনি,Non-Sarcastic,পিঠা উৎসব এ গিয়ে আমি এক সুন্দরী রমণীকে দেখি কিন্তু আশ্চর্যের কথা আমি এখনও ওই ঐ রমণীকে ভুলিতে পারিনি,0
এত্তো সুন্দর ছবিখানা দেখলে লাইসেন্স আছে কিনা তা নিয়ে কারও কারও ব্রেনের চুলকানি উঠতে পারে । ,Sarcastic,এত্তো সুন্দর ছবিখানা দেখলে লাইসেন্স আছে কিনা তা নিয়ে কারও কারও ব্রেনের চুলকানি উঠতে পারে ।,1
যত ডিজাইন করে ছবি আপলোড দেওনা কেন আমার কাছ থেকে হাহাহাহা ছাড়া কিছুই পাবা না ।,Sarcastic,যত ডিজাইন করে ছবি আপলোড দেওনা কেন আমার কাছ থেকে হাহাহাহা ছাড়া কিছুই পাবা না ।,1
কিছু অমানুষ এগুলাও কেড়ে নিতে চায় ।,Non-Sarcastic,কিছু অমানুষ এগুলাও কেড়ে নিতে চায় ।,0
বাংলাদেশ একটা কৃষিপ্রধান দেশ এদেশে তো অনেক কিছুই চাষ বাস হয় তো ঘুরিফিরি আলুকেই কেন টার্গেট করলেন,Non-Sarcastic,বাংলাদেশ একটা কৃষিপ্রধান দেশ এদেশে তো অনেক কিছুই চাষ বাস হয় তো ঘুরিফিরি আলুকেই কেন টার্গেট করলেন,0
ইউরোপে মার খেয়ে কোন জায়গা আশ্রয় না পেয়ে ফিলিস্তিনে আশ্রয় নিয়ে মনিবের বাড়ি দখল করে বসে আছে,Non-Sarcastic,ইউরোপে মার খেয়ে কোন জায়গা আশ্রয় না পেয়ে ফিলিস্তিনে আশ্রয় নিয়ে মনিবের বাড়ি দখল করে বসে আছে,0
আমি সিউর এই নায়িকার নিঃশ্বাসে নিঃশ্বাসে দুর্গন্ধ বের হবে । এমনে কেউ নিঃশ্বাস নেয় ভাই ?,Sarcastic,আমি সিউর এই নায়িকার নিঃশ্বাসে নিঃশ্বাসে দুর্গন্ধ বের হবে । এমনে কেউ নিঃশ্বাস নেয় ভাই ?,1
প্যান্ট এতটুক পরার কি দরকার ছিল,Sarcastic,প্যান্ট এতটুক পরার কি দরকার ছিল,1
পঙ্গু ভিক্ষুকদের তিরাশি ভাগ সড়ক দুর্ঘনার শিকার এর কারণ ড্রাইনিং লাইসেন্স দুর্নীতি মেয়াদ উত্তীর্ণ গাড়ি অপরিকল্পিত রাস্তা ও সচেতনতার অভাব ।,Non-Sarcastic,পঙ্গু ভিক্ষুকদের তিরাশি ভাগ সড়ক দুর্ঘনার শিকার এর কারণ ড্রাইনিং লাইসেন্স দুর্নীতি মেয়াদ উত্তীর্ণ গাড়ি অপরিকল্পিত রাস্তা ও সচেতনতার অভাব ।,0
চিন্তা ভাবনা তো আপনারই অদ্ভুত । নিজের জীবন ঘর সংসার সব কিছুকে সর্ব সাধারনের জন্য উন্মুক্ত করে দিয়ে বলছেন মানুষ বাজে কমেন্ট করছে কেন ? হিপোক্রেসির তো সীমা থাকা উচিৎ ।,Non-Sarcastic,চিন্তা ভাবনা তো আপনারই অদ্ভুত । নিজের জীবন ঘর সংসার সব কিছুকে সর্ব সাধারনের জন্য উন্মুক্ত করে দিয়ে বলছেন মানুষ বাজে কমেন্ট করছে কেন ? হিপোক্রেসির তো সীমা থাকা উচিৎ ।,0
কাজের পরে টাকা নেয়া হয় মোসা আয়শা কবিরাজ মোবাইল শূন্য এক আট ছয় ছয় আট দুই শূন্য শূন্য আট শূন্য ।,Non-Sarcastic,কাজের পরে টাকা নেয়া হয় মোসা আয়শা কবিরাজ মোবাইল শূন্য এক আট ছয় ছয় আট দুই শূন্য শূন্য আট শূন্য ।,0
চলচ্চিত্রের মধ্যে এমন মানুষ এত দিন লুকিয়ে ছিলো বাচ্চার বয়স ও অনেক তবুও প্রকাশ করেনি সম্পদের জন্য পারিবারিক এমন ঝামেলা,Non-Sarcastic,চলচ্চিত্রের মধ্যে এমন মানুষ এত দিন লুকিয়ে ছিলো বাচ্চার বয়স ও অনেক তবুও প্রকাশ করেনি সম্পদের জন্য পারিবারিক এমন ঝামেলা,0
এখন মিডিয়া পেয়ে গেছে ফরিদ সাহেব রংচং করে অনেক কিছু বলবে প্রথম দিকের নিউজের থেকে প্রতিদিন ফরিদ সাহেবের পক্ষে একটা এক্সটা টান দেখা যাচ্ছে,Sarcastic,এখন মিডিয়া পেয়ে গেছে ফরিদ সাহেব রংচং করে অনেক কিছু বলবে প্রথম দিকের নিউজের থেকে প্রতিদিন ফরিদ সাহেবের পক্ষে একটা এক্সটা টান দেখা যাচ্ছে,1
এই যুগেও এমন মানুষ আছে দেখে মনে শান্তি পাই,Non-Sarcastic,এই যুগেও এমন মানুষ আছে দেখে মনে শান্তি পাই,0
ফ্রী মাইন্ড সব রকম কথা শেয়ার করার জন্য একজন বিশ্বস্ত মেয়ে বন্ধু চাই,Sarcastic,ফ্রী মাইন্ড সব রকম কথা শেয়ার করার জন্য একজন বিশ্বস্ত মেয়ে বন্ধু চাই,1
মানুষের চাইতে গাছ বড় তাহার উপর নাই,Sarcastic,মানুষের চাইতে গাছ বড় তাহার উপর নাই,1
আপু মনি অনেক দিন ধরে মুভি করেন না এতো টাকা কই পান ? কে দেয় ?,Non-Sarcastic,আপু মনি অনেক দিন ধরে মুভি করেন না এতো টাকা কই পান ? কে দেয় ?,0
সাংবাদিক এর কোথায় লাগাতে হবে মলম জানতে চাওয়া আমার অবুঝ মন ।,Sarcastic,সাংবাদিক এর কোথায় লাগাতে হবে মলম জানতে চাওয়া আমার অবুঝ মন ।,1
পুলিশ ভাইদের বলছি ওর শাস্তি হিসাবে এক মাসের জন্য রিকশা চালায় তে দেওয়া উচিত।,Sarcastic,পুলিশ ভাইদের বলছি ওর শাস্তি হিসাবে এক মাসের জন্য রিকশা চালায় তে দেওয়া উচিত।,1
ছেলেটাকে বলির পাঠা করে রেখেছে খুবই মায়া হয় ওর জন্য ।,Non-Sarcastic,ছেলেটাকে বলির পাঠা করে রেখেছে খুবই মায়া হয় ওর জন্য ।,0
আগেই বলেছি বেশি কিছু আশাকরা হতাশার লক্ষণ ।,Sarcastic,আগেই বলেছি বেশি কিছু আশাকরা হতাশার লক্ষণ ।,1
খুব একটা ভালো হবার কথা না। প্রায় নিশ্চিতভাবেই বলা যায় এধরণের যেকোন অঞ্চলকে প্রাথমিকভাবে মোকাবিলা করতে হবে প্রতিকূল এক অবস্থার। উন্নত কিংবা মধ্যম সারির দেশের মতো অবকাঠামো এবং অর্থনীতি সেখানে থাকবে না। না থাকাটাই স্বাভাবিক। ,Non-Sarcastic,খুব একটা ভালো হবার কথা না। প্রায় নিশ্চিতভাবেই বলা যায় এধরণের যেকোন অঞ্চলকে প্রাথমিকভাবে মোকাবিলা করতে হবে প্রতিকূল এক অবস্থার। উন্নত কিংবা মধ্যম সারির দেশের মতো অবকাঠামো এবং অর্থনীতি সেখানে থাকবে না। না থাকাটাই স্বাভাবিক।,0
আরেক নকশি কাথাঁ শুরু হবে।,Non-Sarcastic,আরেক নকশি কাথাঁ শুরু হবে।,0
খুব ধৈয্য নিয়ে পুরো ইন্টারভিউ দেখা শেষ করলাম বুঝলাম পৃথিবীতে সেই মানুষ সবচেয়ে সুখী যার কোনো লজ্জা শরম নাই,Sarcastic,খুব ধৈয্য নিয়ে পুরো ইন্টারভিউ দেখা শেষ করলাম বুঝলাম পৃথিবীতে সেই মানুষ সবচেয়ে সুখী যার কোনো লজ্জা শরম নাই,1
শেষের মাত্র দু লাইনেই নারীদের সংগ্রাম ও কষ্টগুলো কি সুন্দর ভাবে বললেন একটা নারীর এত কষ্টময় সংগ্রাম ২ লাইনেই কি সুন্দর করে ডিসক্রাইব করলেন শিক্ষিত মানুষ এমনই হয় বাংলাদেশ একটা যোগ্য নেতা পাইছে,Non-Sarcastic,শেষের মাত্র দু লাইনেই নারীদের সংগ্রাম ও কষ্টগুলো কি সুন্দর ভাবে বললেন একটা নারীর এত কষ্টময় সংগ্রাম ২ লাইনেই কি সুন্দর করে ডিসক্রাইব করলেন শিক্ষিত মানুষ এমনই হয় বাংলাদেশ একটা যোগ্য নেতা পাইছে,0
সত্যজিৎ রায়ের কোন সিনেমা আমি দেখি নাই । আগ্রহও পাই নাই । চন্দ্র সূর্য কি তবে আমার অধরা রয়ে গেলো ?,Sarcastic,সত্যজিৎ রায়ের কোন সিনেমা আমি দেখি নাই । আগ্রহও পাই নাই । চন্দ্র সূর্য কি তবে আমার অধরা রয়ে গেলো ?,1
দেশের শীর্ষস্থানীয় পত্রিকায় খবরটা দেখে ভালো লাগলো ।,Non-Sarcastic,দেশের শীর্ষস্থানীয় পত্রিকায় খবরটা দেখে ভালো লাগলো ।,0
কাক যেমন পাখনা লাগালেই ময়ূর হতে পারে না তেমনি পানিতে নামলেই কুমিরের মত ভাব নেয়া যায় না । ধন্যবাদ,Sarcastic,কাক যেমন পাখনা লাগালেই ময়ূর হতে পারে না তেমনি পানিতে নামলেই কুমিরের মত ভাব নেয়া যায় না । ধন্যবাদ,1
একজনকে জোরপূর্বক ছয় ঘন্টা আটকে রাখার মতো কাজটা তো স্বয়ং প্রধানমন্ত্রীও করতে পারে না ! আইন এই অধিকার দেয়নি তো আর কোথাকার কোন কন্সটেবল নাকি আটকে রাখে ।,Non-Sarcastic,একজনকে জোরপূর্বক ছয় ঘন্টা আটকে রাখার মতো কাজটা তো স্বয়ং প্রধানমন্ত্রীও করতে পারে না ! আইন এই অধিকার দেয়নি তো আর কোথাকার কোন কন্সটেবল নাকি আটকে রাখে ।,0
গোলাপি রঙ হলে তো হবে নাহ গোলাপির মত চরিত্র থাকতে হবে,Sarcastic,গোলাপি রঙ হলে তো হবে নাহ গোলাপির মত চরিত্র থাকতে হবে,1
কন্টেন্ট বুঝতে প্রচুর মেধা লাগবে,Non-Sarcastic,কন্টেন্ট বুঝতে প্রচুর মেধা লাগবে,0
ফুলকে ডললে বা ছিড়লে তার সুবাস সৌন্দার্য বিলুপ্ত হয় । আর আমি চাই না সেটা হোক । পরিমনি তোমার সৌন্দর্যে সবাই মুগ্ধ । তোমার মতো গুণী সুদর্শনী শিল্পী আমাদের গর্ব । দু সময়ে ধর্য হারা হয়ো না । দেশের কিছু মানুষ নারীদের স্বাচ্ছন্দ্যে চললে সহ্য করতে পারে না । ধিক্কার তাদের যারা শিল্প সৌন্দর্য কলুষিত করতে চাই,Sarcastic,ফুলকে ডললে বা ছিড়লে তার সুবাস সৌন্দার্য বিলুপ্ত হয় । আর আমি চাই না সেটা হোক । পরিমনি তোমার সৌন্দর্যে সবাই মুগ্ধ । তোমার মতো গুণী সুদর্শনী শিল্পী আমাদের গর্ব । দু সময়ে ধর্য হারা হয়ো না । দেশের কিছু মানুষ নারীদের স্বাচ্ছন্দ্যে চললে সহ্য করতে পারে না । ধিক্কার তাদের যারা শিল্প সৌন্দর্য কলুষিত করতে চাই,1
যার তার কাছে বসুন্ধরা টিস্যুর মতো ইউজড হইলে বুঝবেন ক্যামনে !,Sarcastic,যার তার কাছে বসুন্ধরা টিস্যুর মতো ইউজড হইলে বুঝবেন ক্যামনে !,1
এদেশে শেষ বলে কোন শব্দ নেই । ওস্তাদ মশাইরা ঠিকি কোন কোন না ফাঁকফোকর বের করে নিবে ।,Sarcastic,এদেশে শেষ বলে কোন শব্দ নেই । ওস্তাদ মশাইরা ঠিকি কোন কোন না ফাঁকফোকর বের করে নিবে ।,1
"ডিজিটাল নগর ডিজিটাল লকডাউন ডিজিটাল শহর ডিজিটাল রাজধানী ঢাকা , বালটাও ডিজি্টাল",Sarcastic,"ডিজিটাল নগর ডিজিটাল লকডাউন ডিজিটাল শহর ডিজিটাল রাজধানী ঢাকা , বালটাও ডিজি্টাল",1
আমি কিন্তু আপনাকে কোনো গালি দেই নাই । কিন্তু আপনার দলের লোকই আপনাকে গালি দিছে,Sarcastic,আমি কিন্তু আপনাকে কোনো গালি দেই নাই । কিন্তু আপনার দলের লোকই আপনাকে গালি দিছে,1
ঘুষ কত লাগবে যদি একটু বলে দিতেন । লজ্জা না রেখে জাতির জন্য সহজ হত,Sarcastic,ঘুষ কত লাগবে যদি একটু বলে দিতেন । লজ্জা না রেখে জাতির জন্য সহজ হত,1
ভাই কি বায়োলজি পড়তে বসছেন নাকি,Sarcastic,ভাই কি বায়োলজি পড়তে বসছেন নাকি,1
২০০ সাথে আরো একটা ০ লাগিয়া দিবো তাও ভাই একটা গফ খুজেদে,Sarcastic,২০০ সাথে আরো একটা ০ লাগিয়া দিবো তাও ভাই একটা গফ খুজেদে,1
দেশে পার্ফেক্ট সাইজের দ্রব্য সামগ্রীর খুবই অভাব !,Non-Sarcastic,দেশে পার্ফেক্ট সাইজের দ্রব্য সামগ্রীর খুবই অভাব !,0
ধানমন্ডি ৩২ এর থেকেও প্রথম আলো বেশি শক্তিশালী বাংলাদেশ ধংশ করার এক মাএ দায়ী ইন্ডিয়ান এজেন্ট মোদির আলো জয় বাংলা করে দিতে হবে,Non-Sarcastic,ধানমন্ডি ৩২ এর থেকেও প্রথম আলো বেশি শক্তিশালী বাংলাদেশ ধংশ করার এক মাএ দায়ী ইন্ডিয়ান এজেন্ট মোদির আলো জয় বাংলা করে দিতে হবে,0
সারাদেশে কি পরিকল্পনা মাফিক আগুন লাগানো হচ্ছে,Non-Sarcastic,সারাদেশে কি পরিকল্পনা মাফিক আগুন লাগানো হচ্ছে,0
পরীমনির ওজন যদি হয় পঞ্চাশ কেজি তার ঢং হইলো আশি কেজি পরী আফা আপনার ঢং আমার ভালো লাগে না,Sarcastic,পরীমনির ওজন যদি হয় পঞ্চাশ কেজি তার ঢং হইলো আশি কেজি পরী আফা আপনার ঢং আমার ভালো লাগে না,1
বিবিসির সাংবাদিকের দুলাভাই ব্যবস্থা করছে,Sarcastic,বিবিসির সাংবাদিকের দুলাভাই ব্যবস্থা করছে,1
মৌলিক অধিকার হরণের কারণে ইসির পদত্যাগের ঘোষণার তথ্যটি দিয়ে জাতিকে মুগ্ধ করূন,Non-Sarcastic,মৌলিক অধিকার হরণের কারণে ইসির পদত্যাগের ঘোষণার তথ্যটি দিয়ে জাতিকে মুগ্ধ করূন,0
মেয়েরা হলো আল্লাহর দেয়া মা বাবার জান্নাত ।,Non-Sarcastic,মেয়েরা হলো আল্লাহর দেয়া মা বাবার জান্নাত ।,0
সমাজের প্রতিটি জায়গায় এটি অহরহ হচ্ছে । বিশেষ করে শিক্ষা প্রতিষ্ঠান আর বন্ধুদের থেকে সবথেকে বেশি এই আঘাত টা আসে এখন । একমাত্র ভুক্তভোগীই জানে এটা কতটা যন্ত্রণাদায়ক ।,Non-Sarcastic,সমাজের প্রতিটি জায়গায় এটি অহরহ হচ্ছে । বিশেষ করে শিক্ষা প্রতিষ্ঠান আর বন্ধুদের থেকে সবথেকে বেশি এই আঘাত টা আসে এখন । একমাত্র ভুক্তভোগীই জানে এটা কতটা যন্ত্রণাদায়ক ।,0
চাচা হেনা কে খুঁজে দেন ১০০০ পাবেন,Sarcastic,চাচা হেনা কে খুঁজে দেন ১০০০ পাবেন,1
আবেগ চুষে নেওয়া এটি এমন এক ধরনের মানুষ বা পরিস্থিতি যা আশেপাশের মানুষের আবেগ ও মনোযোগ চুষে নেয় যেমন কোনো ব্যক্তি যিনি সব সময় সাহায্য চান বা নিজের সমস্যার জন্য অন্যের ওপর নির্ভর করেন সম্পর্ক বা বন্ধুত্ব যেখানে একপক্ষ অনেক বেশি দেয় কিন্তু অন্যপক্ষ কিছুই দেয় না একতরফা সম্পর্ক ইমোশনাল ব্ল্যাকহোল সম্পর্কগুলো সাধারণত একতরফা হয় আপনি হয়তো অনেক কিছু দিচ্ছেন কিন্তু বিনিময়ে কিছুই পাচ্ছেন না নেতিবাচক প্রভাব এই ধরনের পরিস্থিতি আপনার মানসিক শক্তি কমিয়ে দিতে পারে এবং আপনাকে ক্লান্ত ও হতাশ করতে পারে,Non-Sarcastic,আবেগ চুষে নেওয়া এটি এমন এক ধরনের মানুষ বা পরিস্থিতি যা আশেপাশের মানুষের আবেগ ও মনোযোগ চুষে নেয় যেমন কোনো ব্যক্তি যিনি সব সময় সাহায্য চান বা নিজের সমস্যার জন্য অন্যের ওপর নির্ভর করেন সম্পর্ক বা বন্ধুত্ব যেখানে একপক্ষ অনেক বেশি দেয় কিন্তু অন্যপক্ষ কিছুই দেয় না একতরফা সম্পর্ক ইমোশনাল ব্ল্যাকহোল সম্পর্কগুলো সাধারণত একতরফা হয় আপনি হয়তো অনেক কিছু দিচ্ছেন কিন্তু বিনিময়ে কিছুই পাচ্ছেন না নেতিবাচক প্রভাব এই ধরনের পরিস্থিতি আপনার মানসিক শক্তি কমিয়ে দিতে পারে এবং আপনাকে ক্লান্ত ও হতাশ করতে পারে,0
এতবার রিমাইন্ডার দিতে হচ্ছে কেন ?,Non-Sarcastic,এতবার রিমাইন্ডার দিতে হচ্ছে কেন ?,0
কি বলেন পাঞ্জাব ছেড়ে দিছে ওকে,Non-Sarcastic,কি বলেন পাঞ্জাব ছেড়ে দিছে ওকে,0
